Date,Time,date_time,visibility,sea_level_pressure,relative_humidity,wind_speed,,air_temp,wind_direction
11/12/19,05:03AM,11/12/19-05:03AM,5,,82.52,0,1017.21,62.96,0
11/12/19,04:52AM,11/12/19-04:52AM,5,1017.2,80.96,0,1017.21,62.96,0
11/12/19,03:52AM,11/12/19-03:52AM,6,1016.7,80.96,0,1016.87,62.96,0
11/12/19,02:52AM,11/12/19-02:52AM,8,1016.4,77.95,0,1016.52,64.04,0
11/12/19,01:52AM,11/12/19-01:52AM,8,1016.1,72.66,0,1016.17,64.94,0
11/12/19,12:52AM,11/12/19-12:52AM,6,1015.6,69.98,4.61,1015.82,66.02,260
11/11/19,11:52PM,11/11/19-11:52PM,6,1015.5,62.99,4.61,1015.44,69.08,
11/11/19,10:52PM,11/11/19-10:52PM,7,1015.4,56.99,4.61,1015.42,71.06,280
11/11/19,09:52PM,11/11/19-09:52PM,7,1015.2,55.28,4.61,1015.07,71.96,
11/11/19,08:52PM,11/11/19-08:52PM,6,1015.4,55.28,4.61,1015.41,71.96,260
11/11/19,07:52PM,11/11/19-07:52PM,5,1015.9,53.31,3.44,1016.07,73.04,250
11/11/19,06:52PM,11/11/19-06:52PM,4,1016.8,56.84,0,1016.78,69.98,0
11/11/19,05:52PM,11/11/19-05:52PM,4,1017,60.97,0,1017.13,69.08,0
11/11/19,04:57PM,11/11/19-04:57PM,3,,68.2,0,1017.17,66.02,0
11/11/19,04:52PM,11/11/19-04:52PM,3,1017.2,70.32,0,1017.18,64.94,0
11/11/19,03:52PM,11/11/19-03:52PM,3,1016.7,69.77,0,1016.86,64.04,0
11/11/19,02:52PM,11/11/19-02:52PM,3,1016,72.45,0,1016.19,62.96,0
11/11/19,02:00PM,11/11/19-02:00PM,5,,75.36,0,1015.85,62.96,0
11/11/19,01:52PM,11/11/19-01:52PM,5,1015.7,75.36,0,1015.85,62.96,0
11/11/19,12:52PM,11/11/19-12:52PM,5,1015.2,75.36,3.44,1015.18,62.96,
11/11/19,11:52AM,11/11/19-11:52AM,4,1015.2,77.86,0,1015.18,62.96,0
11/11/19,10:52AM,11/11/19-10:52AM,4,1015,77.86,0,1015.18,62.96,0
11/11/19,09:52AM,11/11/19-09:52AM,3,1015,80.96,0,1015.18,62.96,0
11/11/19,09:30AM,11/11/19-09:30AM,4,,77.95,0,1015.16,64.04,0
11/11/19,08:52AM,11/11/19-08:52AM,3,1015.2,80.96,0,1015.52,62.96,0
11/11/19,07:52AM,11/11/19-07:52AM,4,1015.2,80.96,0,1015.52,62.96,0
11/11/19,06:52AM,11/11/19-06:52AM,4,1015.3,80.96,3.44,1015.52,62.96,120
11/11/19,05:52AM,11/11/19-05:52AM,3,1015.2,83.62,0,1015.52,62.96,0
11/11/19,05:07AM,11/11/19-05:07AM,4,,83.62,0,1015.18,62.96,0
11/11/19,04:52AM,11/11/19-04:52AM,4,1015.1,83.62,0,1015.18,62.96,0
11/11/19,04:48AM,11/11/19-04:48AM,4,,83.62,0,1015.18,62.96,0
11/11/19,03:52AM,11/11/19-03:52AM,6,1014.6,80.96,0,1014.84,62.96,0
11/11/19,03:49AM,11/11/19-03:49AM,6,,80.96,0,1014.84,62.96,0
11/11/19,03:22AM,11/11/19-03:22AM,6,,80.96,0,1014.5,62.96,0
11/11/19,02:52AM,11/11/19-02:52AM,7,1014.1,80.52,0,1014.15,64.04,0
11/11/19,01:52AM,11/11/19-01:52AM,8,1013.9,78.03,0,1014.14,64.94,0
11/11/19,12:52AM,11/11/19-12:52AM,8,1013.6,72.97,0,1013.76,68,0
11/10/19,11:52PM,11/10/19-11:52PM,9,1013.4,63.24,3.44,1013.38,71.06,260
11/10/19,10:52PM,11/10/19-10:52PM,9,1013.2,57.39,0,1013.35,73.94,0
11/10/19,09:52PM,11/10/19-09:52PM,8,1013.2,53.73,4.61,1013.33,75.92,250
11/10/19,08:52PM,11/10/19-08:52PM,8,1013.8,49.89,0,1014.01,75.02,0
11/10/19,07:52PM,11/10/19-07:52PM,6,1014.7,53.44,3.44,1014.7,73.94,
11/10/19,06:52PM,11/10/19-06:52PM,5,1015.8,60.97,0,1015.78,69.08,0
11/10/19,05:52PM,11/10/19-05:52PM,3,1016.3,69.98,0,1016.49,66.02,0
11/10/19,05:46PM,11/10/19-05:46PM,3,,74.97,0,1016.52,64.04,0
11/10/19,05:13PM,11/10/19-05:13PM,3,,80.81,0,1016.56,60.98,0
11/10/19,05:10PM,11/10/19-05:10PM,2.5,,80.81,0,1016.56,60.98,0
11/10/19,05:02PM,11/10/19-05:02PM,2.5,,83.43,0,1016.57,60.08,0
11/10/19,04:59PM,11/10/19-04:59PM,3,,82.4,0,1016.57,60.08,0
11/10/19,04:52PM,11/10/19-04:52PM,2.5,1016.5,83.43,0,1016.57,60.08,0
11/10/19,04:32PM,11/10/19-04:32PM,2,,86.2,0,1016.57,60.08,0
11/10/19,04:21PM,11/10/19-04:21PM,1.5,,86.7,0,1016.58,59,0
11/10/19,04:09PM,11/10/19-04:09PM,0.75,,86.7,0,1016.58,59,0
11/10/19,03:59PM,11/10/19-03:59PM,1.75,,86.65,0,1016.59,57.92,0
11/10/19,03:52PM,11/10/19-03:52PM,2,1016.4,86.65,3.44,1016.59,57.92,130
11/10/19,03:49PM,11/10/19-03:49PM,2,,86.65,0,1016.59,57.92,0
11/10/19,03:42PM,11/10/19-03:42PM,1.75,,83.84,0,1016.59,57.92,0
11/10/19,03:36PM,11/10/19-03:36PM,2.5,,83.84,0,1016.59,57.92,0
11/10/19,03:25PM,11/10/19-03:25PM,3,,86.65,3.44,1016.26,57.92,90
11/10/19,03:18PM,11/10/19-03:18PM,2.5,,86.65,0,1016.26,57.92,0
11/10/19,03:03PM,11/10/19-03:03PM,3,,86.65,3.44,1016.26,57.92,
11/10/19,03:00PM,11/10/19-03:00PM,2.5,,83.36,0,1016.24,59,0
11/10/19,02:52PM,11/10/19-02:52PM,1.5,1016,86.7,0,1016.24,59,0
11/10/19,02:44PM,11/10/19-02:44PM,1.75,,86.7,4.61,1015.9,59,
11/10/19,02:17PM,11/10/19-02:17PM,2,,82.4,3.44,1015.55,60.08,110
11/10/19,02:07PM,11/10/19-02:07PM,1,,89.63,4.61,1015.55,60.08,130
11/10/19,01:52PM,11/10/19-01:52PM,0.25,1015.5,89.63,0,1015.55,60.08,0
11/10/19,01:22PM,11/10/19-01:22PM,0.5,,86.2,3.44,1015.55,60.08,100
11/10/19,01:17PM,11/10/19-01:17PM,1.75,,82.4,0,1015.55,60.08,0
11/10/19,01:10PM,11/10/19-01:10PM,5,,86.7,0,1015.57,59,0
11/10/19,12:52PM,11/10/19-12:52PM,10,1015,72.25,3.44,1015.2,60.98,90
11/10/19,11:52AM,11/10/19-11:52AM,9,1015,74.59,0,1015.21,60.08,0
11/10/19,10:52AM,11/10/19-10:52AM,9,1015,74.78,0,1015.19,62.06,0
11/10/19,09:52AM,11/10/19-09:52AM,10,1015.2,62.87,0,1015.49,64.94,0
11/10/19,08:52AM,11/10/19-08:52AM,10,1015.1,60.56,3.44,1015.48,66.02,80
11/10/19,07:52AM,11/10/19-07:52AM,10,1015,52.27,3.44,1015.48,66.02,100
11/10/19,06:52AM,11/10/19-06:52AM,10,1014.9,65.42,0,1015.15,64.94,0
11/10/19,05:52AM,11/10/19-05:52AM,10,1014.5,63.13,0,1014.79,66.92,0
11/10/19,04:52AM,11/10/19-04:52AM,10,1014.1,63.26,0,1014.44,68,0
11/10/19,03:52AM,11/10/19-03:52AM,10,1013.9,67.96,0,1014.1,68,0
11/10/19,02:52AM,11/10/19-02:52AM,10,1013.8,62.99,0,1013.75,69.08,0
11/10/19,01:52AM,11/10/19-01:52AM,10,1013.5,47.81,0,1013.71,71.96,0
11/10/19,12:52AM,11/10/19-12:52AM,10,1013.3,24.65,3.44,1013.3,78.08,
11/09/19,11:52PM,11/09/19-11:52PM,10,1013.1,18,3.44,1013.24,82.94,
11/09/19,10:52PM,11/09/19-10:52PM,10,1013.1,16.32,3.44,1012.87,86,280
11/09/19,09:52PM,11/09/19-09:52PM,10,1013.3,15.89,3.44,1013.19,87.98,270
11/09/19,08:52PM,11/09/19-08:52PM,10,1013.7,11.79,3.44,1013.83,91.04,
11/09/19,07:52PM,11/09/19-07:52PM,10,1014.5,9.83,0,1014.53,89.06,0
11/09/19,06:52PM,11/09/19-06:52PM,10,1015.6,14.57,0,1015.57,87.08,0
11/09/19,05:52PM,11/09/19-05:52PM,10,1016.2,14.19,0,1016.28,84.02,0
11/09/19,04:52PM,11/09/19-04:52PM,10,1016.4,21.85,0,1016.36,77,0
11/09/19,03:52PM,11/09/19-03:52PM,10,1016.4,26.49,0,1016.45,69.98,0
11/09/19,02:52PM,11/09/19-02:52PM,10,1016.1,26.51,0,1016.18,64.04,0
11/09/19,01:52PM,11/09/19-01:52PM,10,1015.7,26.85,5.75,1015.83,64.94,20
11/09/19,12:52PM,11/09/19-12:52PM,10,1015.5,43.87,0,1015.9,59,0
11/09/19,11:52AM,11/09/19-11:52AM,10,1015.1,39.18,0,1015.2,60.98,0
11/09/19,10:52AM,11/09/19-10:52AM,10,1015.2,44.19,0,1015.54,60.98,0
11/09/19,09:52AM,11/09/19-09:52AM,10,1015.6,35.58,0,1015.83,64.94,0
11/09/19,08:52AM,11/09/19-08:52AM,10,1015.9,51.81,0,1016.19,62.96,0
11/09/19,07:52AM,11/09/19-07:52AM,10,1016.2,64.88,0,1016.52,64.04,0
11/09/19,06:52AM,11/09/19-06:52AM,9,1016.6,70.32,0,1016.85,64.94,0
11/09/19,05:52AM,11/09/19-05:52AM,10,1017,63.13,0,1017.16,66.92,0
11/09/19,04:52AM,11/09/19-04:52AM,10,1017,58.61,0,1017.13,69.08,0
11/09/19,03:52AM,11/09/19-03:52AM,10,1016.7,56.84,0,1016.78,69.98,0
11/09/19,02:52AM,11/09/19-02:52AM,10,1016.2,58.88,0,1016.09,71.06,0
11/09/19,01:52AM,11/09/19-01:52AM,10,1015.9,46.41,0,1015.71,75.02,0
11/09/19,12:52AM,11/09/19-12:52AM,10,1015.6,31.35,0,1015.66,78.98,0
11/08/19,11:52PM,11/08/19-11:52PM,10,1015.5,21.8,0,1015.61,82.94,0
11/08/19,10:52PM,11/08/19-10:52PM,10,1015.6,18.27,4.61,1015.59,84.92,250
11/08/19,09:52PM,11/08/19-09:52PM,10,1016,22.89,4.61,1015.94,84.02,270
11/08/19,08:52PM,11/08/19-08:52PM,10,1016.6,26.62,6.91,1016.62,84.02,260
11/08/19,07:52PM,11/08/19-07:52PM,9,1017.7,36.86,3.44,1017.66,82.04,
11/08/19,06:52PM,11/08/19-06:52PM,10,1018.7,23.4,0,1018.67,82.04,0
11/08/19,05:52PM,11/08/19-05:52PM,8,1018.9,36.37,0,1019.05,78.98,0
11/08/19,04:52PM,11/08/19-04:52PM,10,1019.1,42.66,0,1019.13,71.96,0
11/08/19,03:52PM,11/08/19-03:52PM,6,1019.3,69.55,0,1019.25,62.06,0
11/08/19,02:52PM,11/08/19-02:52PM,5,1019,80.42,0,1019.33,55.94,0
11/08/19,01:52PM,11/08/19-01:52PM,5,1018.7,83.09,0,1019,55.04,0
11/08/19,12:52PM,11/08/19-12:52PM,4,1018.5,86.54,0,1018.65,55.94,0
11/08/19,11:52AM,11/08/19-11:52AM,3,1018.3,86.6,0,1018.64,57.02,0
11/08/19,10:52AM,11/08/19-10:52AM,3,1018.3,86.65,0,1018.29,57.92,0
11/08/19,10:07AM,11/08/19-10:07AM,3,,86.7,0,1018.61,59,0
11/08/19,10:00AM,11/08/19-10:00AM,1.75,,86.7,0,1018.61,59,0
11/08/19,09:57AM,11/08/19-09:57AM,2,,87.85,0,1018.61,59,0
11/08/19,09:52AM,11/08/19-09:52AM,3,1018.5,86.7,0,1018.61,59,0
11/08/19,09:30AM,11/08/19-09:30AM,3,,83.43,0,1018.94,60.08,0
11/08/19,09:23AM,11/08/19-09:23AM,2.5,,86.2,0,1018.94,60.08,0
11/08/19,08:52AM,11/08/19-08:52AM,3,1018.9,86.2,0,1018.94,60.08,0
11/08/19,08:44AM,11/08/19-08:44AM,3,,86.2,0,1019.28,60.08,0
11/08/19,08:35AM,11/08/19-08:35AM,2.5,,82.4,0,1019.27,60.98,0
11/08/19,07:52AM,11/08/19-07:52AM,4,1019.2,83.49,0,1019.26,60.98,0
11/08/19,06:52AM,11/08/19-06:52AM,4,1019.4,83.56,0,1019.59,62.06,0
11/08/19,05:52AM,11/08/19-05:52AM,4,1019.2,83.62,0,1019.24,62.96,0
11/08/19,04:52AM,11/08/19-04:52AM,5,1018.6,80.52,0,1018.89,64.04,0
11/08/19,03:52AM,11/08/19-03:52AM,5,1018.1,80.52,0,1018.21,64.04,0
11/08/19,02:52AM,11/08/19-02:52AM,6,1017.8,78.03,0,1017.86,64.94,0
11/08/19,01:52AM,11/08/19-01:52AM,6,1017.3,72.77,0,1017.51,66.02,0
11/08/19,12:52AM,11/08/19-12:52AM,4,1016.9,67.96,4.61,1017.15,68,270
11/07/19,11:52PM,11/07/19-11:52PM,4,1016.8,61.23,3.44,1016.77,71.06,
11/07/19,10:52PM,11/07/19-10:52PM,3,1016.3,55.57,,1016.4,73.94,
11/07/19,09:52PM,11/07/19-09:52PM,3,1016.3,55.57,4.61,1016.4,73.94,260
11/07/19,08:52PM,11/07/19-08:52PM,3,1017,55.08,4.61,1017.09,73.04,
11/07/19,07:52PM,11/07/19-07:52PM,3,1017.4,49.89,5.75,1017.4,75.02,260
11/07/19,06:52PM,11/07/19-06:52PM,3,1018.3,55.28,0,1018.45,71.96,0
11/07/19,06:34PM,11/07/19-06:34PM,3,,54.79,0,1018.46,71.06,0
11/07/19,05:52PM,11/07/19-05:52PM,2.5,1018.9,60.82,0,1018.84,68,0
11/07/19,04:52PM,11/07/19-04:52PM,2,1019.2,72.57,0,1019.23,64.04,0
11/07/19,03:52PM,11/07/19-03:52PM,2,1019,77.69,0,1019.27,60.98,0
11/07/19,03:20PM,11/07/19-03:20PM,2,,77.69,0,1018.93,60.98,0
11/07/19,02:52PM,11/07/19-02:52PM,1.75,1018.3,77.69,0,1018.59,60.98,0
11/07/19,02:36PM,11/07/19-02:36PM,2.5,,77.69,0,1018.25,60.98,0
11/07/19,01:52PM,11/07/19-01:52PM,3,1017.8,75.18,0,1017.91,60.98,0
11/07/19,12:52PM,11/07/19-12:52PM,3,1017,77.69,0,1017.23,60.98,0
11/07/19,11:52AM,11/07/19-11:52AM,3,1016.4,77.79,0,1016.54,62.06,0
11/07/19,10:52AM,11/07/19-10:52AM,3,1016.4,80.37,3.44,1016.54,62.06,90
11/07/19,09:52AM,11/07/19-09:52AM,3,1016.7,77.86,0,1016.87,62.96,0
11/07/19,09:48AM,11/07/19-09:48AM,3,,77.86,0,1016.87,62.96,0
11/07/19,09:38AM,11/07/19-09:38AM,2.5,,77.86,0,1016.87,62.96,0
11/07/19,09:32AM,11/07/19-09:32AM,3,,77.86,0,1016.87,62.96,0
11/07/19,08:52AM,11/07/19-08:52AM,2.5,1017,80.37,0,1017.22,62.06,0
11/07/19,07:52AM,11/07/19-07:52AM,2.5,1016.9,80.37,0,1016.88,62.06,0
11/07/19,06:52AM,11/07/19-06:52AM,3,1016.8,80.96,0,1016.87,62.96,0
11/07/19,05:52AM,11/07/19-05:52AM,4,1016.8,80.37,0,1016.88,62.06,0
11/07/19,04:52AM,11/07/19-04:52AM,4,1016.5,80.37,0,1016.54,62.06,0
11/07/19,03:52AM,11/07/19-03:52AM,10,1016.3,18.04,8.05,1016.61,57.02,210
11/07/19,03:06AM,11/07/19-03:06AM,5,,77.86,0,1015.52,62.96,0
11/07/19,02:52AM,11/07/19-02:52AM,5,1015.2,77.86,3.44,1015.18,62.96,260
11/07/19,01:52AM,11/07/19-01:52AM,7,1014.6,74.97,0,1014.49,64.04,0
11/07/19,12:52AM,11/07/19-12:52AM,8,1014,72.66,4.61,1014.14,64.94,270
11/06/19,11:52PM,11/06/19-11:52PM,10,1013.9,65.36,4.61,1014.1,68,260
11/06/19,10:52PM,11/06/19-10:52PM,10,1013.6,58.88,3.44,1013.72,71.06,
11/06/19,09:52PM,11/06/19-09:52PM,10,1013.6,58.88,0,1013.72,71.06,0
11/06/19,08:52PM,11/06/19-08:52PM,9,1013.7,57.12,0,1013.71,71.96,0
11/06/19,07:52PM,11/06/19-07:52PM,6,1014.2,59.39,0,1014.39,71.96,0
11/06/19,06:52PM,11/06/19-06:52PM,3,1015.2,65.49,0,1015.44,69.08,0
11/06/19,05:52PM,11/06/19-05:52PM,3,1015.5,67.84,3.44,1015.47,66.92,250
11/06/19,04:52PM,11/06/19-04:52PM,4,1015.6,65.42,0,1015.83,64.94,0
11/06/19,03:52PM,11/06/19-03:52PM,7,1015.5,67.15,0,1015.54,60.98,0
11/06/19,02:52PM,11/06/19-02:52PM,8,1015.1,80.42,0,1015.27,55.94,0
11/06/19,01:52PM,11/06/19-01:52PM,9,1014.8,83.09,0,1014.94,55.04,0
11/06/19,12:52PM,11/06/19-12:52PM,9,1014.6,80.42,0,1014.93,55.94,0
11/06/19,11:52AM,11/06/19-11:52AM,9,1014.5,80.51,0,1014.57,57.02,0
11/06/19,10:52AM,11/06/19-10:52AM,9,1014.5,83.23,0,1014.57,57.02,0
11/06/19,09:52AM,11/06/19-09:52AM,8,1014.5,80.66,0,1014.89,59,0
11/06/19,08:52AM,11/06/19-08:52AM,8,1014.6,77.61,0,1014.87,60.08,0
11/06/19,07:52AM,11/06/19-07:52AM,7,1014.8,77.79,0,1015.19,62.06,0
11/06/19,06:52AM,11/06/19-06:52AM,9,1014.8,80.37,0,1015.19,62.06,0
11/06/19,05:52AM,11/06/19-05:52AM,10,1015.2,77.86,0,1015.52,62.96,0
11/06/19,04:52AM,11/06/19-04:52AM,10,1014.9,72.57,0,1015.16,64.04,0
11/06/19,03:52AM,11/06/19-03:52AM,10,1014.6,72.66,0,1014.81,64.94,0
11/06/19,02:52AM,11/06/19-02:52AM,10,1014.3,72.77,0,1014.12,66.02,0
11/06/19,01:52AM,11/06/19-01:52AM,10,1013.9,65.36,3.44,1014.1,68,250
11/06/19,12:52AM,11/06/19-12:52AM,10,1013.4,51.43,0,1013.37,71.96,0
11/05/19,11:52PM,11/05/19-11:52PM,10,1013.2,28.6,3.44,1013.33,75.92,250
11/05/19,10:52PM,11/05/19-10:52PM,10,1013,31,5.75,1012.96,78.08,270
11/05/19,09:52PM,11/05/19-09:52PM,10,1012.9,31.31,0,1012.94,80.06,0
11/05/19,08:52PM,11/05/19-08:52PM,10,1013.5,35.98,3.44,1013.64,78.08,
11/05/19,07:52PM,11/05/19-07:52PM,9,1014.3,42.08,4.61,1014.31,78.98,250
11/05/19,06:52PM,11/05/19-06:52PM,7,1015.4,32.17,0,1015.36,75.92,0
11/05/19,05:52PM,11/05/19-05:52PM,7,1015.8,41.14,0,1015.73,73.04,0
11/05/19,04:52PM,11/05/19-04:52PM,7,1016.2,48.82,0,1016.13,68,0
11/05/19,03:52PM,11/05/19-03:52PM,10,1028.2,50.1,0,1027.87,26.06,0
11/05/19,02:52PM,11/05/19-02:52PM,8,1016,74.5,0,1015.97,53.96,0
11/05/19,01:52PM,11/05/19-01:52PM,9,1015.4,74.5,0,1015.63,53.96,0
11/05/19,12:52PM,11/05/19-12:52PM,9,1015.2,74.5,0,1015.29,53.96,0
11/05/19,11:52AM,11/05/19-11:52AM,8,1015,79.81,0,1015.28,55.04,0
11/05/19,10:52AM,11/05/19-10:52AM,7,1014.8,83.71,0,1014.93,55.94,0
11/05/19,09:52AM,11/05/19-09:52AM,6,1015,83.23,0,1015.25,57.02,0
11/05/19,08:52AM,11/05/19-08:52AM,6,1014.9,83.84,0,1015.24,57.92,0
11/05/19,07:52AM,11/05/19-07:52AM,5,1015,80.81,0,1015.2,60.98,0
11/05/19,06:52AM,11/05/19-06:52AM,7,1015.2,83.49,0,1015.54,60.98,0
11/05/19,05:52AM,11/05/19-05:52AM,7,1015.1,80.37,0,1015.53,62.06,0
11/05/19,04:52AM,11/05/19-04:52AM,7,1014.8,77.86,0,1014.84,62.96,0
11/05/19,03:52AM,11/05/19-03:52AM,9,1014.2,74.97,0,1014.15,64.04,0
11/05/19,02:52AM,11/05/19-02:52AM,10,1013.8,72.66,0,1013.8,64.94,0
11/05/19,01:52AM,11/05/19-01:52AM,10,1013.5,58.71,3.44,1013.43,66.92,260
11/05/19,12:52AM,11/05/19-12:52AM,10,1012.7,52.73,0,1012.73,69.08,0
11/04/19,11:52PM,11/04/19-11:52PM,10,1012.4,36.65,6.91,1012.35,73.04,260
11/04/19,10:52PM,11/04/19-10:52PM,10,1012.4,33.46,,1012.3,77,
11/04/19,09:52PM,11/04/19-09:52PM,9,1012.4,32.12,4.61,1012.3,77,
11/04/19,08:52PM,11/04/19-08:52PM,9,1012.6,26.02,,1012.6,80.06,
11/04/19,07:52PM,11/04/19-07:52PM,9,1013,14.99,0,1012.93,80.96,0
11/04/19,06:52PM,11/04/19-06:52PM,10,1013.7,15.41,0,1013.63,78.98,0
11/04/19,05:52PM,11/04/19-05:52PM,10,1014.3,18.5,0,1014.33,77,0
11/04/19,04:52PM,11/04/19-04:52PM,9,1014.6,20.82,0,1014.74,71.06,0
11/04/19,03:52PM,11/04/19-03:52PM,8,1014.8,44.19,0,1014.86,60.98,0
11/04/19,02:52PM,11/04/19-02:52PM,10,1014.4,52.42,0,1014.6,55.04,0
11/04/19,01:52PM,11/04/19-01:52PM,10,1013.9,60.88,0,1014.29,53.06,0
11/04/19,12:52PM,11/04/19-12:52PM,10,1013.9,58.78,0,1014.29,53.06,0
11/04/19,11:52AM,11/04/19-11:52AM,10,1013.6,64.04,0,1013.94,53.96,0
11/04/19,10:52AM,11/04/19-10:52AM,10,1013.7,61.57,0,1013.92,55.04,0
11/04/19,09:52AM,11/04/19-09:52AM,8,1013.8,77.25,0,1013.91,55.94,0
11/04/19,08:52AM,11/04/19-08:52AM,9,1013.9,74.3,0,1014.24,57.02,0
11/04/19,07:52AM,11/04/19-07:52AM,8,1014.1,74.99,0,1014.21,59,0
11/04/19,06:52AM,11/04/19-06:52AM,7,1013.9,80.21,0,1014.2,60.08,0
11/04/19,05:52AM,11/04/19-05:52AM,9,1013.8,72.36,0,1014.17,62.06,0
11/04/19,04:52AM,11/04/19-04:52AM,10,1013.5,64.63,0,1013.5,62.06,0
11/04/19,03:52AM,11/04/19-03:52AM,10,1013.1,50.06,0,1013.15,62.96,0
11/04/19,02:52AM,11/04/19-02:52AM,10,1013.1,41.53,0,1013.12,64.94,0
11/04/19,01:52AM,11/04/19-01:52AM,10,1013.1,34.59,0,1013.08,68,0
11/04/19,12:52AM,11/04/19-12:52AM,10,1012.7,33.66,4.61,1012.71,71.06,270
11/03/19,11:52PM,11/03/19-11:52PM,10,1012.6,27.11,3.44,1012.67,73.94,
11/03/19,10:52PM,11/03/19-10:52PM,9,1012.7,23.47,6.91,1012.65,75.92,270
11/03/19,09:52PM,11/03/19-09:52PM,9,1012.8,25.53,4.61,1012.62,78.08,
11/03/19,08:52PM,11/03/19-08:52PM,10,1012.9,20.48,3.44,1012.94,80.06,250
11/03/19,07:52PM,11/03/19-07:52PM,10,1013.5,14.23,0,1013.62,80.06,0
11/03/19,06:52PM,11/03/19-06:52PM,10,1014.4,13.58,0,1014.31,78.98,0
11/03/19,05:52PM,11/03/19-05:52PM,10,1014.8,16.45,0,1015.01,77,0
11/03/19,04:52PM,11/03/19-04:52PM,10,1015.2,24.46,0,1015.43,69.98,0
11/03/19,03:52PM,11/03/19-03:52PM,10,1015.5,34.92,0,1015.54,60.98,0
11/03/19,02:52PM,11/03/19-02:52PM,10,1015.2,46.46,0,1015.3,53.06,0
11/03/19,01:52PM,11/03/19-01:52PM,10,1014.6,52.32,0,1014.98,51.98,0
11/03/19,12:52PM,11/03/19-12:52PM,10,1014.6,46.6,0,1014.95,53.96,0
11/03/19,11:52AM,11/03/19-11:52AM,10,1014.5,46.78,0,1014.6,55.04,0
11/03/19,10:52AM,11/03/19-10:52AM,10,1014.7,52.92,0,1014.93,55.94,0
11/03/19,09:52AM,11/03/19-09:52AM,9,1015.1,64.3,0,1015.6,55.94,0
11/03/19,08:52AM,11/03/19-08:52AM,9,1015.3,57.45,0,1015.58,57.92,0
11/03/19,07:52AM,11/03/19-07:52AM,10,1015.4,49.27,0,1015.55,60.08,0
11/03/19,06:52AM,11/03/19-06:52AM,9,1015.6,59.88,0,1015.88,60.98,0
11/03/19,05:52AM,11/03/19-05:52AM,9,1015.6,57.64,0,1015.87,62.06,0
11/03/19,04:52AM,11/03/19-04:52AM,9,1015.4,56,0,1015.5,64.04,0
11/03/19,03:52AM,11/03/19-03:52AM,10,1014.9,46.25,0,1015.16,64.04,0
11/03/19,02:52AM,11/03/19-02:52AM,10,1014.7,38.78,0,1014.79,66.92,0
11/03/19,01:52AM,11/03/19-01:52AM,10,1014.4,34.53,0,1014.42,69.08,0
11/03/19,12:52AM,11/03/19-12:52AM,10,1014.1,34.04,0,1014.05,71.96,0
11/02/19,11:52PM,11/02/19-11:52PM,10,1014.3,26.48,3.44,1014.34,75.92,
11/02/19,10:52PM,11/02/19-10:52PM,10,1014.1,16.98,3.44,1013.94,80.96,250
11/02/19,09:52PM,11/02/19-09:52PM,10,1014.3,7.55,3.44,1014.25,84.02,250
11/02/19,08:52PM,11/02/19-08:52PM,10,1015,8.53,0,1014.94,82.94,0
11/02/19,07:52PM,11/02/19-07:52PM,10,1016,9.9,0,1015.98,80.96,0
11/02/19,06:52PM,11/02/19-06:52PM,10,1017.2,16.19,0,1017.06,75.02,0
11/02/19,05:52PM,11/02/19-05:52PM,8,1018,25.06,0,1018.16,68,0
11/02/19,04:52PM,11/02/19-04:52PM,7,1018.4,30.81,0,1018.57,62.06,0
11/02/19,03:52PM,11/02/19-03:52PM,8,1018.3,32.93,0,1018.63,57.92,0
11/02/19,02:52PM,11/02/19-02:52PM,8,1017.7,31.02,0,1017.99,55.04,0
11/02/19,01:52PM,11/02/19-01:52PM,10,1017.6,11.57,0,1017.9,62.06,0
11/02/19,12:52PM,11/02/19-12:52PM,10,1017.5,14.12,3.44,1017.58,60.08,20
11/02/19,11:52AM,11/02/19-11:52AM,9,1017.1,23.34,0,1017.28,57.02,0
11/02/19,10:52AM,11/02/19-10:52AM,8,1017,14.93,0,1017.23,60.98,0
11/02/19,09:52AM,11/02/19-09:52AM,10,1017.1,13.38,0,1017.21,62.96,0
11/02/19,08:52AM,11/02/19-08:52AM,10,1017.5,15.31,3.44,1017.55,62.96,10
11/02/19,07:52AM,11/02/19-07:52AM,8,1017.7,22.21,0,1017.9,62.06,0
11/02/19,06:52AM,11/02/19-06:52AM,10,1017.8,55.27,0,1017.94,59,0
11/02/19,05:52AM,11/02/19-05:52AM,9,1018.3,59.76,0,1018.6,60.08,0
11/02/19,04:52AM,11/02/19-04:52AM,10,1018,51.67,0,1018.24,62.06,0
11/02/19,03:52AM,11/02/19-03:52AM,10,1017.5,48.04,0,1017.55,62.96,0
11/02/19,02:52AM,11/02/19-02:52AM,10,1017,41.71,0,1017.17,66.02,0
11/02/19,01:52AM,11/02/19-01:52AM,10,1016.6,33.16,0,1016.81,68,0
11/02/19,12:52AM,11/02/19-12:52AM,10,1016.3,19.48,3.44,1016.41,73.04,270
11/01/19,11:52PM,11/01/19-11:52PM,10,1016.2,17.69,5.75,1016.04,75.92,260
11/01/19,10:52PM,11/01/19-10:52PM,10,1016.1,20.48,4.61,1015.99,80.06,250
11/01/19,09:52PM,11/01/19-09:52PM,10,1016.3,13.95,,1016.3,82.04,
11/01/19,08:52PM,11/01/19-08:52PM,10,1016.6,5.72,3.44,1016.63,82.94,140
